scheme_name,scheme_link,state,category,description
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Establishment of Medium RAS Culture System Gujarat,https://www.myscheme.gov.in/schemes/pmmsyemrguj,Gujarat,"Agriculture,Rural & Environment",The scheme aims to enhance fish production and create employment through sustainable inland fisheries. It provides financial support to eligible beneficiaries for setting up medium-scale RAS units.
Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Inputs for Freshwater Aquaculture - Gujarat,https://www.myscheme.gov.in/schemes/pmmsyifaguj,Gujarat,"Agriculture,Rural & Environment",The scheme aims to increase inland fish production and employment through reservoir-based fish farming. The scheme offers financial assistance to individuals and groups via the iKhedut portal.
Pre-Matric Scholarship for the Students of Economically Backward Class,https://www.myscheme.gov.in/schemes/pmssebc,Gujarat,Education & Learning,The scheme aims to support the education of poor students by offering scholarships from class 1st to 10th in government and aided schools.
Gujarat Pre-Matric Scholarship Scheme for Standard 1st to 10th,https://www.myscheme.gov.in/schemes/premsssguj,Gujarat,Education & Learning,"The scheme aims to provide financial assistance for educational development to Scheduled Tribe students studying in Classes 1 to 10. Through this scheme, scholarships are annual"
Parivahan Scheme (GBCDC),https://www.myscheme.gov.in/schemes/psgbcdc,Gujarat,Social welfare & Empowerment,The scheme aims to provide financial assistance for vehicle purchases in the transport sector for SEBC unemployed individuals. A loan is provided under the scheme.
Rock Climbing Adventure Training Course,https://www.myscheme.gov.in/schemes/rcatc,Gujarat,Sports & Culture,"The scheme aims to promote physical fitness, adventure awareness, and confidence-building among children through a 6-day rock climbing adventure course for 100 children aged 9 to 12 years, organized at Mount Abu/ Junagadh Center."
Scholarship to SC students studying in selected schools under Talentpool Scheme,https://www.myscheme.gov.in/schemes/sctalentpool,Gujarat,"Education & Learning, Social welfare & Empowerment",The scheme aims to provide the best education to meritorious Scheduled Caste students in high-quality residential schools to help them build their careers and improve their living standards.
Scheme to Encourage Farmers to Add Value to Crops,https://www.myscheme.gov.in/schemes/sefavc,Gujarat,"Agriculture,Rural & Environment",The scheme provides financial assistance to farmers across Gujarat in adding value to their crops by providing financial assistance for purchasing machinery.
Scheme for assistance for Start Ups/ Innovation: Interest Subsidy,https://www.myscheme.gov.in/schemes/sfasiis,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Start Ups/ Innovation"" under the Gujarat Industrial Policy, aims to drive economic growth by generating jobs, fostering competition, and introducing next-gen solutions."
Sub mission on Seeds and Planting Material,https://www.myscheme.gov.in/schemes/smspguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to increase the production of certified/quality seed; strengthen Seed Testing Laboratories; assist Seed Producing Institutes for the adoption of new technologies, ensuring farmers get quality seeds at the right time and reasonable prices."
Swayam Saksham Scheme (Gujarat Gopalak Vikas Nigam),https://www.myscheme.gov.in/schemes/ssggvn,Gujarat,"Education & Learning, Social welfare & Empowerment","The scheme aims to instil a sense of self-reliance among youth pursuing vocational education/training. Through this scheme, financial assistance is provided for establishing various professional units"
Stipends to Students of Minority Caste for Technical and Vocational Courses after SSC,https://www.myscheme.gov.in/schemes/ssmctvc,Gujarat,Education & Learning,"The scheme “Stipends to Students of Minority Caste for Technical and Vocational Courses after SSC” by the Social Justice and Empowerment Department, Government of Gujarat, supports education for Minority Caste students by providing a monthly stipend for one year."
Shravan Tirthdarshan Yojna,https://www.myscheme.gov.in/schemes/sty,Gujarat,"Travel & Tourism, Social welfare & Empowerment",The scheme aims to facilitate pilgrimage travel for senior citizens of Gujarat by providing financial assistance for travel expenses. It benefits eligible senior citizens through reimbursements or direct arrangements with authorized travel agents.
Assistance for Area Expansion of Vegetable Crops through Hybrid Seed,https://www.myscheme.gov.in/schemes/aaevcths,Gujarat,"Agriculture,Rural & Environment","The scheme ""Assistance for Area Expansion of Vegetable Crops through Hybrid Seed"" aims to promote natural farming and hybrid seed cultivation through financial assistance to farmers. The scheme provides up to ₹20,000 per hectare to encourage sustainable agricultural practices."
Assistance for Establishment of On farm Storage for Sorting-Grading,https://www.myscheme.gov.in/schemes/aeofsg,Gujarat,"Agriculture,Rural & Environment","The scheme ""Assistance for Establishment of On-Farm Storage for Sorting-Grading"" aims to prevent post-harvest spoilage in horticultural crops by providing financial assistance for constructing storage infrastructure and purchasing sorting-grading equipment for farmers across the state."
Advocate Graduate Stipend Gujarat,https://www.myscheme.gov.in/schemes/agsg,Gujarat,"Public Safety,Law & Justice, Education & Learning","Under this scheme, junior lawyers receive stipends up to ₹10,000 per month and their senior advocates receive an allowance of ₹5,000 per month."
Assistance to Co-operative Irrigation Societies (Trible Area),https://www.myscheme.gov.in/schemes/atcista,Gujarat,"Agriculture,Rural & Environment","The scheme ""Assistance to Co-operative Irrigation Societies (Tribal Area)"" aims to enhance agricultural productivity by financially supporting co-operative irrigation societies in tribal areas through the installation of water distribution infrastructure."
Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: 100% Soluble Chemical Fertilizer/Nano Fertilizer Gujarat,https://www.myscheme.gov.in/schemes/dsmpvhscfguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to help Adivasi farmers and tribal cultivators increase crop production and improve their livelihood. Through this scheme, subsidies are provided for various agricultural inputs and equipment such as seeds, fertilizers, plant protection equipment, and pump sets."
Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Plant protection pesticides Gujarat,https://www.myscheme.gov.in/schemes/dsmpvsfpppguj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to help Scheduled Tribe farmers and tribal cultivators residing outside tribal areas achieve higher agricultural crop production and improve their livelihood. Through this scheme, various tools and practices are provided to the farmers at subsidised rates."
Financial Assistance to Industrial Parks: Assistance on Fixed Capital Investment,https://www.myscheme.gov.in/schemes/faitfci,Gujarat,Business & Entrepreneurship,"The scheme ""Financial Assistance to Industrial Parks"" under the Gujarat Industrial Policy aims to boost industrial growth through financial assistance, modern technologies, and enhanced facilities for industrial parks and clusters."
"Financial Assistance to SC Students Studying in Medical, Engineering and Diploma Course for Purchasing Educational Instrument",https://www.myscheme.gov.in/schemes/fascssmedcpei,Gujarat,Education & Learning,"Under this scheme ₹10,000/- for Medical students, ₹8,000/- for Engineering students and ₹3,000/- Diploma students granted for purchase of study instrument to the Scheduled Caste students studying in Medical, Engineering, Diploma courses."
Fodder Minikits under Schedule Castes Sub Plan (SC Category),https://www.myscheme.gov.in/schemes/fmscspscc,Gujarat,"Agriculture,Rural & Environment","The scheme “Fodder Minikits under Schedule Castes Sub Plan” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to Scheduled Castes beneficiaries for widespread publicity, demonstration, and adaptation by farmers."
Fellowship Scholarship Scheme,https://www.myscheme.gov.in/schemes/fssg,Gujarat,Education & Learning,"The ""Fellowship Scholarship Scheme"" by the Education Department, Government of Gujarat, aims to provide financial help to students by granting an annual monetary award to those who secure 70% or more marks in Class 10th and pursue higher education."
Gujarat Textile Policy: Capital Subsidy (Fiscal Incentives to Labour Intensive Unit),https://www.myscheme.gov.in/schemes/gtccsliu,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Integrated Dairy Development Scheme Gujarat,https://www.myscheme.gov.in/schemes/iddsg,Gujarat,"Agriculture,Rural & Environment","Under this scheme, tribal women beneficiaries are provided with milch cattle, dairy equipment, and financial assistance of up to ₹90,000 per unit."
National Mission For Sustainable Agriculture-Parmparagat Krishi Vikas Yojana (NMSA-PKVY),https://www.myscheme.gov.in/schemes/nmsa-pkvy,Gujarat,"Agriculture,Rural & Environment","The scheme ""National Mission For Sustainable Agriculture-Parmparagat Krishi Vikas Yojana (NMSA-PKVY)"" is a Centrally Sponsored Scheme that aims to promote organic farming practices through providing financial assistance for organic inputs and infrastructure support to farmers."
PMMSY: Construction of  Plant/Storage of Minimum 20 Tonne Capacity - Gujarat,https://www.myscheme.gov.in/schemes/pmmsyc2guj,Gujarat,"Agriculture,Rural & Environment","The scheme aims to provide financial support for the construction of 20-tonne capacity ice plant/storage units, ensuring hygienic fish storage and improving the income of beneficiaries."
